Symbol,Name,Sector,Industry,Market Cap,Enterprise Value,PE Ratio (Forward),EV to EBITDA (Forward),PS Ratio (Forward),Price to Book Value
TOWN,Towne Bank,Financial Services,Banks - Regional - US,1140.3071,1401.4001,17.5873,None,4.1163,1.4560
TOWR,Tower International,Consumer Cyclical,Auto Parts,624.1636,1015.5576,9.3184,5.4347,0.3199,9.3301
TPC,Tutor Perini,Industrials,Engineering & Construction,861.2259,1596.5119,10.9230,7.1496,0.1681,0.6080
TPH,TRI Pointe Group,Consumer Cyclical,Residential Construction,2208.7570,3368.9470,11.3372,9.9364,0.9357,1.4013
TPLM,Triangle Petroleum,Energy,Oil & Gas E&P,74.7272,866.5972,None,5.6861,0.1693,0.4205
TPRE,Third Point Reinsurance,Financial Services,Insurance - Reinsurance,1455.6143,1574.0493,None,None,2.1574,1.0901
TPUB,Tribune Publishing,Consumer Cyclical,Publishing,216.4165,565.5115,7.0513,3.9114,0.1308,195.6749
TR,Tootsie Roll Industries,Consumer Defensive,Confectioners,1968.9528,1853.3948,37.3736,None,3.1739,2.8407
TRC,Tejon Ranch,Real Estate,Real Estate - General,448.5752,534.2182,67.7812,None,8.8599,1.5554
TREC,Trecora Resources,Basic Materials,Chemicals,336.3071,396.9191,14.5503,7.8134,1.3384,2.3951
TREE,LendingTree,Financial Services,Specialty Finance,1164.6370,1058.3860,50.7136,28.2349,4.7029,10.3253
TREX,Trex Co,Basic Materials,Building Materials,1271.0989,1317.0669,25.1098,13.7728,2.9065,11.7694
TRK,Speedway Motorsports,Consumer Cyclical,Leisure,756.8800,1001.2900,18.1782,7.2816,1.5371,0.9687
TRMK,Trustmark,Financial Services,Banks - Regional - US,1694.3521,2297.1351,14.8052,None,2.8961,1.1473
TRNO,Terreno Realty,Real Estate,REIT - Industrial,1010.4363,1354.5033,25.3037,24.3752,10.4287,1.4540
TROV,TrovaGene,Healthcare,Diagnostics & Research,179.2273,120.3419,None,None,496.4745,3.2671
TROX,Tronox,Basic Materials,Chemicals,534.4037,3655.4037,None,10.5010,0.2472,0.4540
TRR,TRC Companies,Industrials,Waste Management,333.6704,278.4324,None,None,None,2.1800
TRS,TriMas,Industrials,Diversified Industrials,954.0981,1391.0581,16.4442,10.0812,1.0788,1.5696
TRST,Trustco Bank,Financial Services,Banks - Regional - US,616.3341,758.1791,14.7045,None,None,1.4949
TRUE,TrueCar,Technology,Internet Content & Information,612.7070,489.0010,None,59.7947,2.3655,2.5210
TRUP,Trupanion,Financial Services,Insurance - Specialty,213.5140,168.6230,None,-15.0556,1.4515,4.5037
TRVN,Trevena,Healthcare,Biotechnology,614.2807,447.0863,None,22.7641,None,3.8942
TRXC,TransEnterix,Healthcare,Medical Instruments & Supplies,262.3739,209.4809,None,-5.2240,655.9347,1.3616
TSC,TriState Capital Holdings,Financial Services,Banks - Regional - US,367.4431,447.3781,16.5949,9.9197,3.5657,1.1463
TSE,Trinseo,Consumer Cyclical,Rubber & Plastics,1337.4900,2237.6800,5.7799,4.4766,0.3260,3.8740
TSQ,Townsquare Media,Consumer Cyclical,Broadcasting - Radio,201.0822,772.7222,12.5810,7.8938,0.4596,0.5574
TSRA,Tessera Technologies,Technology,Semiconductor Equipment & Materials,1643.3238,1256.1388,14.0611,None,6.0310,3.1229
TSRO,Tesaro,Healthcare,Biotechnology,1925.5371,1744.8821,None,-9.5193,482.5908,12.8421
TSYS,TeleCommunication Systems,Technology,Software - Application,269.0113,360.9333,19.0870,9.2892,0.7018,2.2254
TTEC,TeleTech Holdings,Industrials,Business Services,1386.5397,1422.9927,19.0050,8.3233,1.0681,3.3471
TTEK,Tetra Tech,Industrials,Engineering & Construction,1635.2493,1693.2723,14.8716,8.0017,0.9016,1.9096
TTGT,TechTarget,Technology,Internet Content & Information,268.8325,248.3185,38.3941,10.1025,2.3864,1.6607
TTI,Tetra Technologies,Energy,Oil & Gas Equipment & Services,708.4318,1973.9118,32.7037,8.1120,0.6216,1.8559
TTMI,TTM Technologies,Technology,Contract Manufacturers,766.2958,1830.1728,None,7.3516,0.3676,0.9361
TTOO,T2 Biosystems,Healthcare,Diagnostics & Research,214.8526,195.4966,None,-4.5661,73.6806,9.0236
TTPH,Tetraphase Pharmaceutical,Healthcare,Drug Manufacturers - Specialty & Generic,407.8121,185.3531,None,-2.1806,34.1494,1.8675
TTS,Tile Shop Holdings,Consumer Cyclical,Home Improvement Stores,835.3770,883.5080,51.9655,15.5802,2.8663,7.6008
TTWO,Take-Two Interactive,Technology,Electronic Gaming & Multimedia,3012.5574,2435.4844,58.8430,13.5833,2.1226,5.3408
TUBE,TubeMogul,Technology,Software - Application,406.2052,323.4642,None,-480.3926,2.3355,3.1844
TUES,Tuesday Morning,Consumer Defensive,Discount Stores,290.3340,267.0500,18.1944,8.9017,0.3133,1.3552
TUMI,Tumi Holdings,Consumer Cyclical,Footwear & Accessories,1204.1947,1127.9577,19.6739,9.8626,2.2092,2.5852
TVPT,Travelport Worldwide,Consumer Cyclical,Leisure,1718.3769,4110.3769,16.6786,7.7546,0.7786,None
TWI,Titan International,Industrials,Farm & Construction Equipment,225.5351,546.3341,None,52.0318,0.1633,0.5471
TWIN,Twin Disc,Industrials,Diversified Industrials,132.5902,124.2982,None,51.7909,0.6557,0.9950
TWOU,2U,Technology,Software - Infrastructure,998.1210,822.7970,None,-107.7288,6.7015,5.1208
TXMD,TherapeuticsMD,Healthcare,Drug Manufacturers - Major,1284.0626,1202.9386,None,-13.8062,64.9271,16.5563
TXRH,Texas Roadhouse,Consumer Cyclical,Restaurants,2443.1329,2448.4449,25.6254,11.4282,1.3521,3.7112
TXTR,Textura,Technology,Software - Application,664.4435,591.2765,None,63.6997,7.6127,5.3456
TYL,Tyler Technologies,Technology,Software - Application,5912.1738,5664.4358,77.4222,37.2789,10.1851,13.7143
TYPE,Monotype Imaging Holdings,Technology,Software - Application,1036.7579,950.4429,29.3559,13.5439,5.4254,3.4373
TZOO,Travelzoo,Technology,Internet Content & Information,130.3649,101.4529,177.0000,8.6050,0.8003,5.8235
UACL,Universal Truckload,Industrials,Trucking,447.8080,670.0650,11.5461,6.2187,0.3970,3.6188
UAM,Universal American,Healthcare,Healthcare Plans,594.0596,422.8296,None,24.2101,0.3552,0.9736
UBA,Urstadt Biddle Properties,Real Estate,REIT - Retail,713.0857,1105.7457,16.5667,16.2849,5.9647,1.5723
UBNK,United Financial Bancorp,Financial Services,Savings & Cooperative Banks,675.7324,1471.2874,12.8075,None,3.4145,1.0873
UBNT,Ubiquiti Networks,Technology,Communication Equipment,2877.6021,2536.5221,16.8416,11.7483,4.5786,6.9552
UBSH,Union Bankshares,Financial Services,Banks - Regional - US,1184.6353,1628.4103,17.6093,None,3.6972,1.1906
UBSI,United Bankshares,Financial Services,Banks - Regional - US,2901.8982,2782.3302,20.8811,None,6.2708,1.6972
UCBI,United Community Banks,Financial Services,Banks - Regional - US,1488.9159,1676.5529,16.4016,None,4.5463,1.4842
UCFC,United Community,Financial Services,Savings & Cooperative Banks,278.6022,521.5512,17.2059,None,3.6421,1.1421
UCTT,Ultra Clean Holdings,Technology,Semiconductor Equipment & Materials,155.1427,172.2827,15.5161,7.8740,0.3263,0.7221
UDF,UDF IV,Real Estate,REIT - Residential,549.6530,701.5802,None,None,None,1.0774
UE,Urban Edge Props,Real Estate,REIT - Diversified,2359.1589,3441.4379,None,None,None,5.2961
UEC,Uranium Energy,Basic Materials,Industrial Metals & Minerals,104.6607,114.3258,None,-19.2549,4.2719,3.3776
UEIC,Universal Electronics,Technology,Consumer Electronics,739.5736,722.6466,18.6168,9.4786,1.2245,2.8590
UFCS,United Fire Group,Financial Services,Insurance - Property & Casualty,1004.8113,880.5753,17.4978,None,None,1.1885
UFI,Unifi,Consumer Cyclical,Textile Manufacturing,536.6939,656.8049,14.8473,9.7003,0.7887,1.8557
UFPI,Universal Forest Products,Basic Materials,Lumber & Wood Production,1531.7491,1568.0251,19.6589,9.1074,0.5292,2.0586
UHT,Universal Health Realty,Real Estate,REIT - Healthcare Facilities,681.4865,908.0385,62.3659,None,None,3.4204
UIHC,United Insurance Holdings,Financial Services,Insurance - Property & Casualty,394.8199,323.1259,18.6515,None,1.1611,1.7379
UIL,UIL Holdings,Utilities,Utilities - Regulated Gas,2751.0563,4489.1753,20.2628,9.7092,1.6179,1.9814
UIS,Unisys,Technology,Information Technology Services,614.1845,650.2845,6.6486,4.3352,0.2025,None
ULTR,Ultrapetrol (Bahamas),Industrials,Shipping & Ports,50.3671,480.0171,None,6.2034,0.1356,0.1470
UMBF,UMB Financial,Financial Services,Banks - Regional - US,2582.0669,1483.9319,20.8478,None,2.9250,1.3584
UMH,UMH Properties,Real Estate,REIT - Residential,253.9109,611.2929,14.6875,21.5472,3.4797,2.2466
UMPQ,Umpqua Holdings,Financial Services,Banks - Regional - US,3911.0539,4197.7949,15.2669,None,3.3738,1.0197
UNF,UniFirst,Consumer Cyclical,Apparel Manufacturing,2141.1957,1866.0277,18.5022,6.8598,1.4533,1.7237
UNFI,United Natural Foods,Consumer Defensive,Food Distribution,2210.4517,2742.4577,15.0786,8.3007,0.2582,1.5954
UNIS,Unilife,Healthcare,Medical Instruments & Supplies,104.5188,180.5558,None,-3.1401,4.9535,None
UNT,Unit,Energy,Oil & Gas Drilling,830.3252,1754.4712,None,4.8811,0.9804,0.5132
UNTD,United Online,Technology,Internet Content & Information,170.7080,71.0580,23.5102,2.5533,0.9583,1.2650
UNVR,Univar,Basic Materials,Chemicals,2621.2020,5588.2020,None,None,None,3.0726
UPL,Ultra Petroleum,Energy,Oil & Gas E&P,646.7298,4029.1428,7.7148,6.6584,0.7002,3.0081
USAK,USA Truck,Industrials,Trucking,202.8840,274.7470,17.2414,4.3960,0.3444,1.9718
USCR,US Concrete,Basic Materials,Building Materials,859.7912,1143.2502,14.5945,8.7673,0.8876,7.0014
USD,ProShares Ultra Semiconductors,None,None,None,None,None,None,None,None
USLM,US Lime & Minerals,Basic Materials,Building Materials,280.0410,225.5220,15.6281,None,1.8594,1.6973
USNA,Usana Health Sciences,Consumer Defensive,Household & Personal Products,1649.5769,1475.3819,17.6959,9.5432,1.7893,5.2637
USPH,US Physical Therapy,Healthcare,Medical Care,670.1183,725.8293,29.8611,15.0603,2.0420,4.2161
UTEK,Ultratech,Technology,Semiconductor Equipment & Materials,431.1059,176.8249,None,40.1875,2.7980,1.2391
UTI,Universal Technical,Consumer Defensive,Education & Training Services,127.4492,72.0602,28.8052,2.0881,0.3497,1.0329
UTIW,UTi Worldwide,Industrials,Integrated Shipping & Logistics,737.1240,1032.3670,None,13.2951,0.1938,2.0986
UTL,Unitil,Utilities,Utilities - Regulated Electric,497.9489,825.8489,18.6929,7.3344,1.0967,1.7944
UTMD,Utah Medical Products,Healthcare,Medical Instruments & Supplies,214.1796,192.5046,None,None,None,3.1334
UUUU,Energy Fuels,Basic Materials,Industrial Metals & Minerals,90.4864,110.0864,None,9.2510,1.5000,0.4457
UVE,Universal Insurance,Financial Services,Insurance - Property & Casualty,657.5375,405.0645,6.4580,None,31.3412,2.3238
UVSP,Univest of Pennsylvania,Financial Services,Banks - Regional - US,406.1325,346.9285,13.6842,None,3.4819,1.1309
UVV,Universal,Consumer Defensive,Tobacco,1293.0744,1926.8654,None,None,None,1.1332
VA,Virgin America,Industrials,Airlines,1609.2319,1312.7989,7.8212,5.6999,1.0494,2.5627
VAC,Marriott Vacations,Consumer Cyclical,Resorts & Casinos,1859.8735,2307.8995,17.1057,10.0635,1.0347,1.7953
VASC,Vascular Solutions,Healthcare,Medical Devices,597.6639,557.3519,33.2947,23.4181,4.0838,4.7959
VCRA,Vocera,Technology,Communication Equipment,348.7925,232.7415,None,-65.6985,3.4079,3.3416
VCYT,Veracyte,Healthcare,Biotechnology,200.8494,159.7354,None,-5.0726,4.0109,3.4742
VDSI,Vasco Data Security,Technology,Software - Application,785.3884,601.4094,15.0534,10.9997,3.5699,3.2111
VEC,Vectrus,Industrials,Business Services,250.3318,326.7118,None,None,None,3.0133
VECO,Veeco Instruments,Technology,Semiconductor Equipment & Materials,814.3602,412.9832,271.3506,31.7679,1.7302,1.1157
VG,Vonage Holdings,Communication Services,Telecom Services,1405.2524,1579.9694,21.7521,11.0218,1.5718,3.7137
VGR,Vector Group,Consumer Defensive,Tobacco,3030.4817,3468.3657,38.6250,13.7090,1.8615,None
VHC,VirnetX Holding,Technology,Software - Infrastructure,154.3647,133.5737,None,1.0895,3.8591,8.4200
VHI,Valhi,Basic Materials,Chemicals,596.8915,2253.9915,17.6000,11.6787,0.3572,None
VICR,Vicor,Technology,Electronic Components,357.2716,291.6226,43.8571,None,1.3431,2.6148
VIRT,Virtu Financial,Financial Services,Capital Markets,3072.1478,3829.5418,None,None,None,23.2046
VISI,Volt Information Science,Industrials,Staffing & Outsourcing Services,172.6375,291.6645,13.8333,11.0844,0.1117,2.6622
VIVO,Meridian Bioscience,Healthcare,Diagnostics & Research,803.0060,753.0330,21.7514,11.2848,4.0717,4.8411
VLGEA,Village Super Market,Consumer Defensive,Grocery Stores,364.4035,306.5195,None,None,None,1.4417
VLY,Valley National,Financial Services,Banks - Regional - US,2577.8421,5271.2941,19.5929,None,4.0537,1.3673
VMEM,Violin Memory,Technology,Data Storage,115.8972,139.4622,None,-2.5043,1.4674,None
VNCE,Vince Holding,Consumer Cyclical,Apparel Manufacturing,133.1269,214.9159,11.0064,6.0110,0.4608,1.8917
VNDA,Vanda Pharmaceuticals,Healthcare,Biotechnology,411.8832,267.5682,None,None,3.7410,2.8223
VOXX,VOXX International,Consumer Cyclical,Auto Parts,128.0122,215.9472,27.8421,9.0620,0.1826,0.3288
VPG,Vishay Precision Group,Technology,Scientific & Technical Instruments,159.3522,115.3082,23.2692,None,0.6909,0.8513
VRA,Vera Bradley,Consumer Cyclical,Footwear & Accessories,418.0739,342.0319,15.1653,5.1570,0.8492,1.5625
VRNS,Varonis Systems,Technology,Software - Infrastructure,419.4036,349.4766,None,-30.7097,3.3463,5.3188
VRNT,Verint Systems,Technology,Software - Application,2920.5565,3305.8795,18.9516,11.4600,2.4300,2.7826
VRTS,Virtus Investment,Financial Services,Asset Management,1169.6194,682.9624,16.8534,5.9029,3.4516,2.1675
VRTU,Virtusa,Technology,Information Technology Services,1456.1647,1277.6207,32.7108,17.8248,2.4280,3.3120
VRTV,Veritiv,Consumer Cyclical,Packaging & Containers,601.4438,1328.7438,9.9708,7.6585,0.0688,1.1533
VSAR,Versartis,Healthcare,Drug Manufacturers - Specialty & Generic,315.0349,117.0209,None,None,None,1.6224
VSAT,Viasat,Technology,Communication Equipment,2990.8252,3808.8282,102.1653,10.8951,2.0992,2.7387
VSEC,VSE,Industrials,Engineering & Construction,297.5007,542.1407,12.7241,6.5476,0.6000,1.3392
VSH,Vishay Intertechnology,Technology,Semiconductors,1757.5587,1115.4217,16.9658,3.4622,0.7628,0.9883
VSI,Vitamin Shoppe,Consumer Cyclical,Specialty Retail,858.7665,864.7855,14.0429,6.1195,0.6777,1.5194
VSLR,Vivint Solar,Technology,Solar,822.4687,1073.2357,None,-4.7806,13.0055,1.5526
VSTM,Verastem,Healthcare,Biotechnology,74.2389,-46.2281,None,0.7361,None,0.6614
VTAE,Vitae Pharmaceuticals,Healthcare,Biotechnology,298.3109,228.9846,None,None,483.4860,4.6340
VTL,Vital Therapies,Healthcare,Biotechnology,263.4866,203.7326,None,None,None,4.4904
VTVT,vTv Therapeutics,Healthcare,Biotechnology,214.5938,117.5838,None,None,None,None
VVI,Viad,Industrials,Business Services,621.2141,675.6371,21.1301,8.3515,0.5787,1.8571
VVUS,Vivus,Healthcare,Biotechnology,127.9643,111.1233,None,-1.7923,1.2601,26.2491
W,Wayfair,Consumer Cyclical,Specialty Retail,3136.2434,2810.8994,None,-118.9799,1.4388,12.3137
WABC,Westamerica Banc,Financial Services,Banks - Regional - US,1239.1340,1027.6100,21.0130,None,6.2693,2.3207
WAC,Walter Investment Mgmt,Financial Services,Specialty Finance,436.2385,4689.8035,5.6019,8.1562,0.3581,0.4616
WAFD,Washington Federal,Financial Services,Savings & Cooperative Banks,2430.3771,3976.3281,15.3929,None,5.1223,1.2427
WAGE,WageWorks,Industrials,Business Services,1534.7448,1135.7688,48.9679,12.2073,4.6090,4.7711
WAIR,Wesco Aircraft Holdings,Industrials,Industrial Distribution,1211.8762,2132.7092,11.7264,10.7441,0.7210,1.1562
WAL,Western Alliance Bancorp,Financial Services,Banks - Regional - US,3920.4157,4171.2327,19.4715,19.2604,7.2983,2.5908
WASH,Washington Trust Bancorp,Financial Services,Banks - Regional - US,694.8554,989.1114,15.1933,None,None,1.8753
WBMD,WebMD Health,Technology,Health Information Services,1635.6141,1825.9641,30.1569,9.7278,2.5866,16.8806
WBS,Webster Financial,Financial Services,Banks - Regional - US,3547.9541,6235.0481,17.9624,None,3.9033,1.5562
WCG,WellCare Health Plans,Healthcare,Healthcare Plans,3496.2113,3059.0113,23.2239,6.4691,0.2516,2.0455
WCIC,WCI Communities,Consumer Cyclical,Residential Construction,633.6861,737.2561,18.3245,13.1653,1.1307,1.3739
WD,Walker & Dunlop,Financial Services,Specialty Finance,909.9558,1941.3098,11.7948,16.7325,1.9819,1.9686
WDFC,WD-40,Basic Materials,Specialty Chemicals,1415.5712,1313.0722,29.6029,16.8019,3.5295,8.9674
WEB,Web.com Group,Technology,Internet Content & Information,1257.0150,1686.7480,11.9777,10.9870,2.2548,7.6094
WERN,Werner Enterprises,Industrials,Trucking,1956.2058,1985.2848,16.2768,5.1645,0.9253,2.1658
WETF,WisdomTree Investments,Financial Services,Asset Management,2933.4822,2721.4902,37.4096,19.5439,9.8370,11.9629
WEYS,Weyco Group,Consumer Cyclical,Footwear & Accessories,302.7142,331.2212,14.3795,None,0.8433,1.5632
WGL,WGL Holdings,Utilities,Utilities - Regulated Gas,2977.7546,4300.3956,19.3411,10.1664,1.0837,2.3951
WGO,Winnebago Industries,Consumer Cyclical,Recreational Vehicles,581.4664,511.2274,12.4711,6.7872,0.5824,2.6315
WHG,Westwood Holdings Group,Financial Services,Asset Management,486.3408,406.0008,27.8128,None,5.0159,3.7371
WIBC,Wilshire Bancorp,Financial Services,Banks - Regional - US,901.5282,628.3282,14.3824,6.4024,4.7333,1.7119
WIFI,Boingo Wireless,Communication Services,Telecom Services,240.1983,250.4143,None,8.8197,1.7059,2.1469
WIN,Windstream Holdings,Communication Services,Telecom Services,605.2110,6207.3110,None,3.1056,0.1049,3.4722
WINA,Winmark,Consumer Cyclical,Specialty Retail,411.5616,462.6056,22.6591,None,5.8386,None
WING,Wingstop,Consumer Cyclical,Restaurants,600.7768,690.5598,None,None,None,None
WIRE,Encore Wire,Technology,Electronic Components,899.6606,840.8436,19.1762,9.5757,0.8805,1.7080
WIX,Wix.com,Technology,Internet Content & Information,973.3042,932.8952,None,73.8885,4.8095,None
WK,Workiva,Technology,Software - Application,712.9655,631.3035,None,-20.9960,4.9725,22.1735
WLB,Westmoreland Coal,Basic Materials,Coal,108.0287,1133.1607,None,None,None,None
WLH,William Lyon Homes,Consumer Cyclical,Residential Construction,535.8711,1687.2221,12.1643,21.9120,0.4867,0.8871
WMAR,West Marine,Consumer Cyclical,Specialty Retail,223.9973,163.5113,53.3529,5.8707,0.3197,0.7241
WMC,Western Asset Mortgage,Real Estate,REIT - Diversified,482.9161,-2909.2959,4.2985,None,3.4338,0.8690
WMGI,Wright Medical Group,Healthcare,Medical Devices,2118.7393,2174.7563,None,-98.3218,3.4230,4.8238
WMK,Weis Markets,Consumer Defensive,Grocery Stores,1112.2488,998.2248,11.3599,None,0.3599,1.2768
WMS,Advanced Drainage Systems,Consumer Cyclical,Rubber & Plastics,1632.9393,2049.2183,26.3176,9.1378,1.2325,7.1686
WNC,Wabash National,Industrials,Truck Manufacturing,849.8278,982.7198,9.2188,4.5519,0.4265,1.9917
WNR,Western Refining,Energy,Oil & Gas Refining & Marketing,4187.6793,6738.7213,8.7762,5.3407,0.4020,3.1762
WOR,Worthington Industries,Basic Materials,Steel,1926.1700,2600.1910,12.8946,8.4946,0.5392,2.5686
WPP,Wausau Paper,Basic Materials,Paper & Paper Products,511.8391,678.6071,127.7500,7.7822,1.2466,3.9412
WRE,Washington REIT,Real Estate,REIT - Office,1868.7645,3210.9865,16.2055,17.8834,6.1162,2.3620
WRLD,World Acceptance,Financial Services,Credit Services,341.7646,818.7916,3.5914,4.9171,0.6176,0.9854
WSBC,Wesbanco,Financial Services,Banks - Regional - US,1297.0842,2288.0092,14.4394,25.4139,4.1510,1.1625
WSBF,Waterstone Financial,Financial Services,Savings & Cooperative Banks,404.9499,745.9409,None,None,None,1.0368
WSFS,WSFS Financial,Financial Services,Banks - Regional - US,1000.0822,1248.4242,17.4479,None,4.0119,1.9779
WSR,Whitestone REIT,Real Estate,REIT - Diversified,326.7980,823.3930,11.3178,19.6608,3.6172,1.3271
WST,West Pharmaceutical Servs,Healthcare,Medical Instruments & Supplies,4486.7384,4532.4384,34.0109,15.9033,3.1889,4.5079
WSTC,West,Communication Services,Telecom Services,2120.5373,5338.1243,8.6814,7.8348,0.9309,None
WTBA,West Bancorp,Financial Services,Banks - Regional - US,332.6937,483.8567,16.3071,None,5.0195,2.2296
WTFC,Wintrust Financial,Financial Services,Banks - Regional - US,2510.7362,2933.4752,16.5108,12.5084,2.7381,1.2045
WTI,W&T Offshore,Energy,Oil & Gas E&P,256.9158,1722.8008,None,7.0018,0.4794,None
WTS,Watts Water Technologies,Industrials,Diversified Industrials,1913.0667,2202.2667,23.7489,10.7954,1.3220,2.2227
WTW,Weight Watchers Intl,Consumer Cyclical,Personal Services,1652.2374,3679.8004,35.2136,15.0683,1.4190,None
