Symbol,Name,Sector,Industry,Market Cap,Enterprise Value,PE Ratio (Forward),EV to EBITDA (Forward),PS Ratio (Forward),Price to Book Value
KTOS,Kratos Defense & Security,Industrials,Security & Protection Services,274.1697,686.8697,None,16.1587,0.4238,1.0643
KTWO,K2M Group Holdings,Healthcare,Medical Devices,816.3302,772.6542,None,-614.9258,3.7521,2.7919
KVHI,KVH Industries,Technology,Communication Equipment,150.3567,166.3727,77.7500,6.9787,0.7906,1.3262
KW,Kennedy-Wilson Holdings,Real Estate,Real Estate Services,2926.5484,8189.7484,77.4545,24.4397,4.9237,2.6151
KWR,Quaker Chemical,Basic Materials,Specialty Chemicals,1101.5706,1121.6386,19.0980,11.2332,1.4743,2.9915
LABL,Multi-Color,Industrials,Business Services,994.5245,1484.6585,16.9302,9.5140,1.1505,3.1946
LAD,Lithia Motors,Consumer Cyclical,Auto & Truck Dealerships,3154.1693,4966.3123,17.3248,13.6149,0.4013,4.0042
LADR,Ladder Capital,Real Estate,REIT - Diversified,1328.3175,6030.7835,7.6182,None,3.9264,1.5992
LANC,Lancaster Colony,Consumer Defensive,Packaged Foods,3121.0695,2921.6595,27.2410,15.0601,2.5815,5.2304
LAWS,Lawson Products,Industrials,Industrial Distribution,242.8473,235.0673,60.3478,14.1351,0.8761,3.7018
LBAI,Lakeland Bancorp,Financial Services,Banks - Regional - US,458.6686,611.1956,13.9884,11.8910,3.3357,1.1533
LBIO,Lion Biotechnologies,Healthcare,Drug Manufacturers - Specialty & Generic,323.3572,212.9662,None,-7.8010,None,2.9566
LBY,Libbey,Consumer Cyclical,Home Furnishings & Fixtures,542.3840,956.4800,11.4161,7.7410,0.6363,5.4744
LCI,Lannett,Healthcare,Drug Manufacturers - Specialty & Generic,1368.6854,1147.3714,9.7749,4.6031,2.2022,2.7291
LCUT,Lifetime Brands,Consumer Cyclical,Home Furnishings & Fixtures,188.3652,338.3842,None,None,None,1.0021
LDL,Lydall,Consumer Cyclical,Auto Parts,613.3308,573.5008,None,None,None,2.5335
LDR,Landauer,Technology,Scientific & Technical Instruments,382.0864,509.2074,21.7978,13.0199,2.4435,33.0582
LDRH,LDR Holding,Healthcare,Medical Devices,736.8793,615.3683,None,-132.1809,4.5250,3.8545
LE,Lands' End,Consumer Cyclical,Specialty Retail,721.0794,1016.1174,15.2297,8.4740,0.5057,1.7370
LFUS,Littelfuse,Technology,Electronics Distribution,2466.0575,2334.4765,22.0518,12.2867,2.8538,3.3609
LG,Laclede Group,Utilities,Utilities - Regulated Gas,2507.9511,4530.0511,17.2005,10.6019,1.1738,1.5591
LGIH,LGI Homes,Real Estate,Real Estate - General,628.2700,839.6140,13.5637,11.6129,1.0251,2.8020
LGND,Ligand Pharmaceuticals,Healthcare,Biotechnology,2052.3574,2067.4104,37.1841,68.2314,27.2568,7.0243
LHCG,LHC Group,Healthcare,Medical Care,822.1412,856.5362,24.7297,10.9765,1.0173,2.3742
LHO,LaSalle Hotel Properties,Real Estate,REIT - Hotel & Motel,3127.0095,4519.5325,9.7473,11.5843,2.5697,1.3062
LIFE,aTyr Pharma,Healthcare,Biotechnology,206.4505,97.6475,None,None,None,1.5984
LION,Fidelity Southern,Financial Services,Banks - Regional - US,528.9309,699.0329,12.8582,None,2.3094,1.7912
LIOX,Lionbridge Technologies,Industrials,Business Services,343.8436,407.0636,10.2500,8.1867,0.6140,3.6312
LIVN,LivaNova,Healthcare,Medical Devices,2801.8590,2632.5045,20.3584,20.3204,8.5999,9.5567
LJPC,La Jolla Pharmaceutical,Healthcare,Biotechnology,522.6190,394.2070,None,None,None,4.1164
LKFN,Lakeland Financial,Financial Services,Banks - Regional - US,793.5420,726.5220,17.4937,None,5.7586,2.0526
LL,Lumber Liquidators Hldgs,Consumer Cyclical,Home Improvement Stores,376.5149,342.7109,None,-9.9898,0.3762,1.2719
LLNW,Limelight Networks,Technology,Internet Content & Information,166.6597,97.0847,None,19.5440,0.9694,0.8403
LMAT,LeMaitre Vascular,Healthcare,Medical Instruments & Supplies,285.6956,262.0666,43.5635,16.8694,3.6654,3.8511
LMNR,Limoneira,Consumer Defensive,Farm Products,220.5506,305.3186,27.3860,15.9602,2.0228,1.7597
LMNX,Luminex,Healthcare,Medical Instruments & Supplies,933.1470,801.5880,39.5799,15.8877,3.9310,2.7245
LMOS,Lumos Networks,Communication Services,Telecom Services,264.1516,608.1386,29.2398,6.6869,1.3023,2.0789
LNCE,Snyders-Lance,Consumer Defensive,Packaged Foods,2743.0089,3138.5919,36.0943,15.9888,1.6156,2.5254
LNDC,Landec,Consumer Defensive,Farm Products,334.7158,369.9288,15.5849,9.6359,0.5681,1.5057
LNN,Lindsay,Industrials,Farm & Construction Equipment,777.8397,756.1127,23.3853,10.6435,1.4541,2.6956
LNTH,Lantheus ,Healthcare,Diagnostics & Research,111.7256,443.8206,None,None,None,None
LOB,Live Oak Bancshares,Financial Services,Savings & Cooperative Banks,512.2218,414.4538,None,None,None,2.6395
LOCK,LifeLock,Technology,Software - Application,1402.1646,1069.9256,45.8750,13.6644,2.3895,4.8760
LOCO,El Pollo Loco Holdings,Consumer Cyclical,Restaurants,425.7225,542.5155,16.3529,8.5624,1.1932,1.7767
LOGM,LogMeIn,Technology,Software - Application,1808.1656,1562.4736,82.4571,23.3159,6.7117,9.5289
LOPE,Grand Canyon Education,Consumer Defensive,Education & Training Services,1841.7364,1762.0254,14.1661,7.2379,2.3801,3.1774
LORL,Loral Space,Technology,Communication Equipment,1353.6193,1291.4713,31.7101,None,None,12.2525
LOXO,Loxo Oncology,Healthcare,Biotechnology,515.8075,422.3855,None,None,None,5.4953
LPG,Dorian LPG,Industrials,Shipping & Ports,726.6508,1174.5945,5.6592,6.4432,2.9008,0.7851
LPSN,LivePerson,Technology,Software - Infrastructure,429.8145,388.9705,None,17.3315,1.7946,2.3528
LPX,Louisiana-Pacific,Basic Materials,Building Materials,2524.3256,2830.5256,None,61.9823,1.3327,2.4673
LQ,La Quinta Holdings,Consumer Cyclical,Resorts & Casinos,1910.8715,3534.6635,28.1137,8.8628,1.8519,2.3438
LQDT,Liquidity Service,Consumer Cyclical,Specialty Retail,196.6716,100.4836,34.4737,3.2956,0.5223,0.7512
LRN,K12,Consumer Defensive,Education & Training Services,372.6529,221.7889,31.3770,2.5727,0.4414,0.7111
LSCC,Lattice Semiconductor,Technology,Semiconductors,680.3124,900.3704,None,None,1.6296,2.0096
LTC,LTC Properties,Real Estate,REIT - Healthcare Facilities,1493.9610,2038.6990,15.2036,16.9764,13.4054,2.3991
LTRPA,Liberty TripAdvisor Hldgs,Consumer Cyclical,Leisure,2281.9429,6843.9429,None,None,1.4025,2.7829
LTS,Ladenburg Thalmann,Financial Services,Capital Markets,547.8284,492.4774,None,10.7716,0.4756,1.4227
LTXB,LegacyTexas Financial Gr,Financial Services,Banks - Regional - US,1421.5836,2344.3076,18.1763,None,4.9875,1.7935
LWAY,Lifeway Foods,Consumer Defensive,Packaged Foods,171.0332,171.6793,80.6923,22.3920,1.4453,3.6905
LXFT,Luxoft Holding,Technology,Software - Application,2492.6012,2411.2802,33.8304,22.9646,4.4039,9.4417
LXP,Lexington Realty,Real Estate,REIT - Diversified,2033.2002,3956.0192,8.1127,11.2643,4.7275,1.5047
LXRX,Lexicon Pharmaceuticals,Healthcare,Biotechnology,1397.8716,1247.7376,None,-9.6350,454.4446,7.0622
LXU,LSB Industries,Basic Materials,Chemicals,158.0823,619.7763,None,None,0.2215,0.3874
LYTS,LSI Industries,Technology,Electronic Components,295.7349,267.3499,None,None,None,1.9837
LZB,La-Z-Boy,Consumer Cyclical,Home Furnishings & Fixtures,1332.1090,1271.8270,16.9693,8.4691,0.8745,2.4943
MACK,Merrimack Pharmaceuticals,Healthcare,Biotechnology,953.4863,1017.8783,None,-12.5664,8.4458,None
MANH,Manhattan Associates,Technology,Software - Application,5386.3002,5267.1542,54.6074,30.3495,9.6919,28.2949
MANT,Mantech International,Technology,Software - Application,1183.7998,1142.6088,23.2328,9.7311,0.7577,1.0080
MASI,Masimo,Healthcare,Medical Devices,2098.0028,2183.4208,28.0320,29.7064,3.3461,7.7925
MATW,Matthews International,Consumer Cyclical,Personal Services,1934.0272,2556.3352,17.7251,None,1.2374,2.5862
MATX,Matson,Industrials,Shipping & Ports,2276.4787,2732.4787,20.3385,9.4650,1.2096,5.2806
MBFI,MB Financial,Financial Services,Banks - Regional - US,2585.7014,3623.8534,17.1029,14.0699,3.1947,1.3283
MBI,MBIA,Financial Services,Insurance - Property & Casualty,1006.4465,7778.4465,None,None,None,0.2719
MBUU,Malibu Boats,Consumer Cyclical,Recreational Vehicles,273.5961,343.7531,11.3755,6.9340,1.0698,None
MBVT,Merchants Bancshares,Financial Services,Banks - Regional - US,200.2806,111.6986,14.0713,None,3.4102,1.5099
MBWM,Mercantile Bank,Financial Services,Banks - Regional - US,406.8127,436.1007,15.4698,None,3.4954,1.2372
MC,Moelis & Co,Financial Services,Asset Management,1446.3141,1317.1711,17.1735,None,2.6973,9.5859
MCF,Contango Oil & Gas,Energy,Oil & Gas E&P,144.5531,208.3821,None,3.2034,1.1475,0.4146
MCFT,MCBC Holdings,Consumer Cyclical,Recreational Vehicles,246.4090,238.5710,16.9368,6.0133,1.0945,4.4097
MCHX,Marchex,Consumer Cyclical,Marketing Services,165.3154,56.3794,None,3.4169,1.1537,0.8948
MCRB,Seres Therapeutics,Healthcare,Biotechnology,1299.3865,1080.0435,None,None,None,5.8478
MCRI,Monarch Casino & Resort,Consumer Cyclical,Resorts & Casinos,380.5532,399.2162,20.5596,8.3810,1.9171,1.9475
MCRN,Milacron Holdings,Industrials,Diversified Industrials,1011.5821,944.2821,None,None,None,2.3011
MCS,Marcus,Consumer Cyclical,Media - Diversified,566.3180,809.8720,19.0791,8.0197,1.0908,1.5894
MDAS,MedAssets,Technology,Health Information Services,1735.9321,2525.0371,27.9629,10.5933,2.2657,3.9214
MDC,M D C Holdings,Consumer Cyclical,Residential Construction,1294.0230,1987.2110,18.5105,16.4232,0.6780,1.0414
MDCA,MDC Partners,Consumer Cyclical,Marketing Services,1064.2244,1955.6654,107.9897,9.8996,0.8010,None
MDCO,The Medicines Company,Healthcare,Drug Manufacturers - Specialty & Generic,2854.8470,2919.0910,None,-14.7429,8.0830,3.0938
MDGN,Medgenics,Healthcare,Biotechnology,222.1383,204.4133,None,None,105.7802,24.1954
MDLY,Medley Management,Financial Services,Asset Management,187.7965,993.9805,6.1069,14.6324,2.8407,1173.7280
MDP,Meredith,Consumer Cyclical,Publishing,2069.5534,2858.9884,15.0065,9.2960,1.2627,2.1868
MDR,McDermott International,Energy,Oil & Gas Equipment & Services,1044.3111,1323.4291,None,7.4060,0.3319,0.6992
MDSO,Medidata Solutions,Technology,Health Information Services,2491.6005,2454.0315,134.3284,26.7016,6.2546,8.2462
MDXG,MiMedx Group,Healthcare,Medical Devices,912.0153,864.4423,41.8500,19.8440,4.8702,9.0728
MED,Medifast,Consumer Cyclical,Specialty Retail,364.7611,298.2681,17.8276,7.6089,1.3159,4.2017
MEG,Media General,Consumer Cyclical,Broadcasting - TV,2005.3183,4232.4773,None,11.4763,1.5304,1.4155
MEI,Methode Electronics,Technology,Electronic Components,1328.5625,1162.7625,15.8576,8.4958,1.5862,2.8273
MENT,Mentor Graphics,Technology,Software - Application,2092.5341,2073.3841,14.5122,5.9054,1.6278,1.6026
MESG,Xura,Communication Services,Telecom Services,627.4698,281.3958,None,10.4221,2.2490,3.9243
METR,Metro Bancorp,Financial Services,Banks - Regional - US,469.8985,647.5985,19.4035,None,None,1.6952
MFLX,Multi-Fineline Electronix,Technology,Contract Manufacturers,556.9447,388.4087,12.8258,4.1497,0.8534,1.5667
MFRM,Mattress Firm Holding,Consumer Cyclical,Specialty Retail,1695.3127,2399.7007,20.3767,9.4707,0.6692,3.6081
MG,Mistras Group,Industrials,Security & Protection Services,597.4289,691.6429,30.0000,8.8894,0.8286,2.3735
MGEE,MGE Energy,Utilities,Utilities - Diversified,1506.3420,1808.4030,19.3111,9.4041,2.6152,2.1851
MGI,MoneyGram International,Financial Services,Credit Services,462.3888,-1172.3112,16.5524,-4.8948,0.3229,None
MGLN,Magellan Health,Healthcare,Healthcare Plans,1343.9505,1148.2555,80.8462,8.3320,0.2955,1.2499
MGNX,Macrogenics,Healthcare,Biotechnology,1152.5535,786.7865,None,None,10.7730,3.3966
MGPI,MGP Ingredients,Consumer Defensive,Packaged Foods,312.7838,341.4748,None,None,None,2.8622
MGRC,McGrath RentCorp,Industrials,Rental & Leasing Services,675.7123,1057.0683,17.5714,6.3469,1.6666,1.7350
MHGC,Morgans Hotel Group,Consumer Cyclical,Lodging,114.5569,746.2439,None,None,None,None
MHLD,Maiden Holdings,Financial Services,Insurance - Reinsurance,1114.9388,1674.1048,10.0867,None,0.4330,1.2319
MHO,M/I Homes,Consumer Cyclical,Residential Construction,559.2835,1194.7715,12.3989,13.1294,0.4128,1.0450
MIFI,Novatel Wireless,Communication Services,Telecom Services,97.8879,168.0189,None,-84.0094,0.4203,1.9862
MINI,Mobile Mini,Consumer Cyclical,Packaging & Containers,1572.0222,2433.6892,27.0077,12.1102,2.9767,2.0326
MITT,AG Mortgage Investment,Real Estate,REIT - Diversified,418.2379,531.3331,6.5891,None,3.9908,0.7971
MKSI,MKS Instruments,Technology,Scientific & Technical Instruments,1946.0254,1554.0364,17.1953,8.7650,2.4309,1.6971
MKTO,Marketo,Technology,Software - Application,1283.4446,1173.9346,None,-63.5246,6.1211,12.8789
MKTX,MarketAxess Holdings,Financial Services,Capital Markets,3978.2786,3722.3866,41.4291,22.2498,13.0864,10.6522
MLAB,Mesa Laboratories,Healthcare,Medical Instruments & Supplies,392.2988,433.5888,None,None,None,4.9691
MLHR,Herman Miller,Industrials,Business Equipment,1851.1897,2062.0897,15.1569,7.9864,0.8182,4.1037
MLI,Mueller Industries,Industrials,Metal Fabrication,1772.4758,1802.7368,17.6695,None,0.6923,2.1737
MLNK,ModusLink Global Solns,Industrials,Integrated Shipping & Logistics,143.2297,22.9467,None,None,None,0.9905
MLR,Miller Industries,Consumer Cyclical,Auto Parts,252.2283,211.2633,23.9140,None,0.6801,1.4562
MMI,Marcus & Millichap,Real Estate,Real Estate Services,1197.4170,1050.6310,20.0997,9.0036,1.7843,7.0291
MMS,Maximus,Industrials,Business Services,3513.7002,3653.3232,21.3413,10.5497,1.4392,5.7378
MMSI,Merit Medical Systems,Healthcare,Medical Instruments & Supplies,815.0812,1019.4402,21.5044,12.2573,1.5029,1.7775
MNKD,MannKind,Healthcare,Biotechnology,1011.4321,978.5041,None,-10.3000,361.2258,None
MNR,Monmouth Real Estate,Real Estate,REIT - Industrial,632.3538,1159.4639,14.8286,16.5119,7.3049,1.9505
MNRO,Monro Muffler Brake,Consumer Cyclical,Auto Parts,2313.5215,2628.0615,33.4443,15.5599,2.3869,4.5464
MNTA,Momenta Pharmaceuticals,Healthcare,Drug Manufacturers - Specialty & Generic,1221.2522,846.3832,None,21.2020,11.5920,3.1054
MOBL,MobileIron,Technology,Software - Application,328.4536,230.3736,None,-4.0415,2.2425,4.4254
MOD,Modine Manufacturing,Consumer Cyclical,Auto Parts,419.9578,509.5578,11.8639,4.4102,0.2964,1.1607
MODN,Model N,Technology,Software - Application,290.3474,199.3284,None,-15.2625,2.7271,3.4956
MOFG,MidWestOne Financial Gr,Financial Services,Banks - Regional - US,356.9063,399.2213,13.2585,None,3.2345,1.2279
MOG.A,Moog,Industrials,Aerospace & Defense,2459.4396,3224.7706,16.6580,9.4287,0.9620,2.4730
MOH,Molina Healthcare,Healthcare,Healthcare Plans,3313.8854,414.0384,21.9120,0.8130,0.2321,2.1830
MORE,Monogram Residential,Real Estate,REIT - Residential,1681.0687,3562.7547,25.8718,None,7.1214,1.4198
MOV,Movado Group,Consumer Cyclical,Luxury Goods,547.7166,401.7936,11.5735,4.8643,0.9214,1.2364
MPAA,Motorcar Parts of America,Consumer Cyclical,Auto Parts,708.0927,714.6427,18.0654,8.5527,1.8274,3.6324
MPG,Metaldyne Performance Gr,Consumer Cyclical,Auto Parts,1454.0975,3208.4615,11.1682,5.9235,0.4776,2.3687
MPW,Medical Properties Trust,Real Estate,REIT - Healthcare Facilities,2678.0469,5714.9309,9.1174,14.4448,6.1487,1.2707
MPWR,Monolithic Power Systems,Technology,Semiconductors,2632.7691,2403.1061,66.1766,24.8769,7.9301,7.4348
MPX,Marine Products,Consumer Cyclical,Recreational Vehicles,259.3296,241.2116,19.1549,12.6262,1.2792,2.9138
MRC,MRC Global,Energy,Oil & Gas Equipment & Services,1429.8144,2060.6634,21.9865,8.0452,0.3156,1.0408
MRCY,Mercury Systems,Technology,Computer Systems,670.0031,590.9301,39.8347,11.6398,2.6840,1.9000
MRIN,Marin Software,Technology,Software - Application,149.8133,119.6533,None,-11.2987,1.4001,1.6232
MRLN,Marlin Business Services,Financial Services,Specialty Finance,216.1019,103.5159,12.4071,None,2.8929,1.4282
MRTN,Marten Transport,Industrials,Trucking,597.4985,623.6335,17.6816,4.6436,0.8875,1.4350
MRTX,Mirati Therapeutics,Healthcare,Biotechnology,721.5080,583.4950,None,-15.6980,131.1833,5.3901
MSA,MSA Safety,Industrials,Security & Protection Services,1688.6369,1900.4919,18.9403,10.8942,1.5104,3.2567
MSCC,Microsemi,Technology,Semiconductors,3535.5117,4265.5117,13.8158,11.5471,2.6349,2.9287
MSEX,Middlesex Water,Utilities,Utilities - Regulated Water,405.9310,562.6810,20.8667,11.9338,3.3206,2.0052
MSFG,MainSource Financial,Financial Services,Banks - Regional - US,508.3706,755.7766,14.0657,None,3.3314,1.3447
MSO,Martha Stewart Living,Consumer Cyclical,Publishing,346.1301,304.2981,54.7273,21.4294,3.7828,5.5470
MSTR,MicroStrategy,Technology,Software - Application,1968.4970,1511.6200,21.7691,10.8750,3.7304,4.8187
MTDR,Matador Resources,Energy,Oil & Gas E&P,2153.4949,2531.4179,324.7742,11.2189,6.5438,3.0087
MTG,MGIC Investment,Financial Services,Insurance - Specialty,3233.5299,4145.4689,8.7605,None,3.1852,1.5050
MTGE,American Capital Mortgage,Real Estate,REIT - Diversified,744.6549,1114.8489,7.4573,None,5.4936,0.7457
MTH,Meritage Homes,Consumer Cyclical,Residential Construction,1427.5721,2338.1211,12.0853,10.8196,0.5517,1.1870
MTN,Vail Resorts,Consumer Cyclical,Resorts & Casinos,4275.9756,5071.3646,32.3356,12.1488,2.7548,4.9344
MTOR,Meritor,Consumer Cyclical,Auto Parts,924.1033,1807.1033,5.9699,5.3667,0.2717,None
MTRN,Materion,Basic Materials,Industrial Metals & Minerals,573.6602,595.1062,18.1519,7.2702,0.5480,1.2074
MTRX,Matrix Service,Energy,Oil & Gas Equipment & Services,599.2348,539.3098,13.5820,5.6299,0.4160,1.9807
MTSC,MTS Systems,Technology,Scientific & Technical Instruments,966.9108,949.8158,19.4384,None,1.6369,3.8075
MTSI,M/A-COM Technology,Technology,Semiconductors,1968.1143,2150.8073,26.7410,13.4678,4.0370,4.6360
MTSN,Mattson,Technology,Semiconductor Equipment & Materials,198.5684,161.8694,22.9565,13.4891,1.2003,2.2707
MTX,Minerals Technologies,Basic Materials,Chemicals,2082.5255,3215.5255,13.9567,8.7794,1.1533,2.3193
MTZ,MasTec,Industrials,Engineering & Construction,1513.0768,2687.3288,40.2979,8.7705,0.3635,1.4827
MW,Men's Wearhouse,Consumer Cyclical,Apparel Stores,956.0120,2539.0960,10.8824,6.8997,0.2696,0.9382
MWA,Mueller Water Products,Industrials,Diversified Industrials,1466.9408,1844.3408,18.6151,8.8922,1.2093,4.0048
MWW,Monster Worldwide,Industrials,Staffing & Outsourcing Services,544.0872,701.1202,20.0876,6.2396,0.7971,1.2569
MXL,MaxLinear,Technology,Semiconductors,1021.6487,936.7027,19.9880,11.7044,3.4161,3.8622
MXPT,MaxPoint Interactive,Technology,Software - Application,43.0655,21.8265,None,None,None,0.7882
MYCC,ClubCorp Holdings,Consumer Cyclical,Leisure,1166.1043,2167.9673,155.2586,9.2036,1.1082,6.4745
MYE,Myers Industries,Consumer Cyclical,Rubber & Plastics,451.1988,660.6938,21.8540,8.5416,0.7467,4.3176
MYGN,Myriad Genetics,Healthcare,Diagnostics & Research,3078.3583,2922.9583,26.9024,13.5269,4.0742,4.4802
MYRG,MYR Group,Industrials,Engineering & Construction,401.4071,370.9781,14.4651,4.4486,0.3780,1.1763
NADL,North Atlantic Drilling,Energy,Oil & Gas Drilling,151.6546,2592.9546,15.7225,3.7309,0.2102,0.3046
NANO,Nanometrics,Technology,Semiconductor Equipment & Materials,365.9675,281.3415,61.3296,17.3668,1.9745,1.9487
NAO,Nordic American Offshore,Industrials,Shipping & Ports,123.8296,158.3976,None,16.3296,3.2531,0.4257
NAT,Nordic American Tankers,Industrials,Shipping & Ports,1352.8909,1555.5159,10.7208,7.2307,4.5779,1.5299
NATL,National Interstate,Financial Services,Insurance - Property & Casualty,525.4102,455.7062,18.8571,None,0.8359,1.4312
NATR,Natures Sunshine Products,Healthcare,Drug Manufacturers - Specialty & Generic,216.5525,175.1915,14.5625,None,None,1.6476
NAV,Navistar International,Industrials,Truck Manufacturing,1090.7670,5546.7670,7.4230,7.5563,0.1057,None
NAVB,Navidea Biopharmaceutical,Healthcare,Biotechnology,236.6635,287.0430,None,None,3.3809,None
NAVG,Navigators Group,Financial Services,Insurance - Property & Casualty,1257.6606,1218.5796,15.8043,10.2886,1.1831,1.1679
NBBC,NewBridge Bancorp,Financial Services,Banks - Regional - US,479.4736,928.8776,22.0406,None,4.4412,1.8342
NBHC,National Bank Holdings,Financial Services,Banks - Regional - US,679.6415,566.4855,117.9474,None,3.9606,1.0941
NBIX,Neurocrine Biosciences,Healthcare,Drug Manufacturers - Specialty & Generic,4663.2361,4286.3911,None,-57.1519,185.5055,10.4336
NBTB,NBT Bancorp,Financial Services,Banks - Regional - US,1297.4073,1706.5703,17.4752,None,3.5066,1.4807
NC,Nacco Industries,Consumer Cyclical,Home Furnishings & Fixtures,294.2290,456.3850,None,None,None,1.5926
NCI,Navigant Consulting,Industrials,Business Services,808.8685,951.6655,17.0563,8.2177,0.9770,1.3899
NCMI,National CineMedia,Consumer Cyclical,Marketing Services,917.5263,2012.4263,29.3239,9.0650,2.1053,None
NCOM,National Commerce,Financial Services,Banks - Regional - US,288.0879,124.7139,None,None,None,1.6955
NCS,NCI Building Systems,Basic Materials,Building Materials,848.9797,1250.0547,19.5330,8.5023,0.4948,3.3822
NDLS,Noodles,Consumer Cyclical,Restaurants,292.0413,350.4293,76.6545,9.4034,0.6397,2.9953
NEFF,Neff,Industrials,Rental & Leasing Services,194.9148,869.7228,6.0794,4.5624,0.5109,None
NEO,NeoGenomics,Healthcare,Diagnostics & Research,471.3390,437.3730,None,44.1345,4.7264,7.6208
NEOG,Neogen,Healthcare,Diagnostics & Research,2144.8078,2033.8078,54.0395,27.6906,6.8354,5.8609
NEOS,Neos Therapeutics,Healthcare,Drug Manufacturers - Specialty & Generic,249.1813,180.6393,None,None,None,2.8636
NEWM,New Media Investment,Consumer Cyclical,Publishing,790.0345,1131.9685,27.1846,8.4728,0.6641,1.3084
NEWP,Newport,Technology,Scientific & Technical Instruments,643.0736,700.4666,15.9522,6.7011,1.0615,1.8083
NEWR,New Relic,Technology,Software - Infrastructure,1837.0397,1648.0187,None,-52.2062,10.5045,9.0488
NEWS,NewStar Financial,Financial Services,Credit Services,434.9680,3383.7080,21.5455,None,3.5770,0.6588
NFBK,Northfield Bancorp,Financial Services,Banks - Regional - US,721.3034,1049.9384,35.1778,None,8.0773,1.2924
NGHC,National General Holdings,Financial Services,Insurance - Property & Casualty,2239.4352,2581.8242,14.3030,None,1.1346,1.7204
NGS,Natural Gas Services,Energy,Oil & Gas Equipment & Services,283.2161,253.6551,23.3895,6.2631,3.1357,1.2889
NGVC,Natural Grocers,Consumer Defensive,Grocery Stores,486.4847,483.2507,25.4471,8.0778,0.6540,4.3232
NHC,National Healthcare,Healthcare,Long-Term Care Facilities,969.9334,949.6304,23.9228,None,None,1.6808
NHI,National Health Investors,Real Estate,REIT - Healthcare Facilities,2239.3212,3208.8822,12.8332,14.8018,9.9636,2.1638
NHTC,Natural Health Trends,Consumer Defensive,Household & Personal Products,520.9131,426.3481,None,None,None,10.6771
NILE,Blue Nile,Consumer Cyclical,Luxury Goods,424.3064,390.6974,40.5757,15.7539,0.8595,36.6192
NJR,New Jersey Resources,Utilities,Utilities - Regulated Gas,2658.3660,3471.7390,18.2882,13.5615,0.8429,2.3665
NK,NantKwest,Healthcare,Biotechnology,1280.8457,922.2297,None,None,None,3.5292
NKSH,National Bankshares,Financial Services,Banks - Regional - US,248.6770,145.9360,None,None,None,1.4260
NKTR,Nektar Therapeutics,Healthcare,Biotechnology,2067.1622,1924.3432,None,-44.7522,9.3452,52.9322
NL,NL Industries,Industrials,Industrial Distribution,153.3795,80.1545,7.0000,5.7253,1.3573,0.9380
NLNK,NewLink Genetics,Healthcare,Biotechnology,1040.5922,844.4182,None,None,16.4948,5.0170
NLS,Nautilus,Consumer Cyclical,Leisure,582.7808,508.1128,21.7885,10.3622,1.7368,4.9850
NM,Navios Maritime Holdings,Industrials,Shipping & Ports,157.4398,1678.3478,None,16.2238,0.3480,0.1456
NMBL,Nimble Storage,Technology,Data Storage,798.9750,585.4210,None,-116.0782,2.3611,4.8132
NMIH,NMI Holdings,Financial Services,Insurance - Property & Casualty,425.3058,292.5148,None,None,7.7400,1.0419
NNA,Navios Maritime,Industrials,Shipping & Ports,515.5072,1539.4362,6.0148,7.6236,1.6363,0.9777
NNBR,NN,Industrials,Tools & Accessories,429.1444,595.1074,12.5412,6.0315,0.6407,1.2487
NNI,Nelnet,Financial Services,Credit Services,1403.7570,30117.1080,None,None,None,0.7649
NOG,Northern Oil & Gas,Energy,Oil & Gas E&P,294.6556,1155.2901,6.7435,4.1736,0.9374,None
NP,Neenah Paper,Basic Materials,Paper & Paper Products,1088.5924,1329.2924,17.7623,9.7958,1.1873,3.5413
NPBC,National Penn Bancshares,Financial Services,Banks - Regional - US,1748.1667,2312.2467,15.9335,None,4.6319,1.5091
NPK,National Presto Indus,Industrials,Aerospace & Defense,647.8382,583.2012,13.6808,None,1.3319,2.0006
NPO,Enpro Industries,Industrials,Diversified Industrials,1087.5448,1681.7448,23.6010,11.1300,0.8686,2.2484
NPTN,NeoPhotonics,Technology,Semiconductors,378.4876,323.6996,28.3030,7.3037,1.1305,1.7987
NR,Newpark Resources,Energy,Oil & Gas Equipment & Services,485.5432,550.1032,None,15.0928,0.7192,0.8044
NRCIA,National Research,Healthcare,Diagnostics & Research,374.7600,343.5080,23.0149,11.3369,3.6420,4.3280
NRZ,New Residential Inv,Real Estate,REIT - Residential,2712.5013,9609.3893,6.3009,None,6.9751,0.9665
NSA,National Storage,Real Estate,REIT - Industrial,356.5333,1124.4763,None,None,None,1.5168
NSIT,Insight Enterprises,Technology,Information Technology Services,986.3108,923.1768,12.4252,5.0600,0.1801,1.4737
NSM,Nationstar Mortgage Hldgs,Financial Services,Specialty Finance,1438.7232,9618.0302,10.7527,15.0658,0.7059,0.8529
NSP,Insperity,Industrials,Business Services,1078.0557,867.2167,22.8004,7.5696,0.4098,6.1274
NSR,NeuStar,Communication Services,Telecom Services,1313.1865,1732.0695,5.9879,3.6511,1.2574,1.9439
NSTG,NanoString Technologies,Healthcare,Biotechnology,278.3649,264.5889,None,-6.8220,4.5429,10.2393
NTCT,NetScout Systems,Technology,Software - Application,3305.0575,3236.3805,19.6696,11.6318,3.1572,1.2842
NTGR,Netgear,Technology,Communication Equipment,1362.1470,1098.2990,24.4237,7.8861,1.0597,2.0593
NTK,Nortek,Basic Materials,Building Materials,746.2015,2121.8015,None,7.5792,0.2942,109.7355
